"household_id","person_order","age","female","employed","bachelor","personal_income","log_income"
"2023HU0688225",1,40,0,1,1,1e+05,11.5129354649202
"2023HU0688246",1,42,1,0,1,0,0
"2023HU0688251",1,29,0,1,0,38000,10.5453677541517
"2023HU0688251",2,38,1,1,0,50000,10.8197982842103
"2023HU0688251",4,58,1,0,0,0,0
"2023HU0688251",5,36,1,1,0,47000,10.7579241570616
"2023HU0688256",1,38,1,1,0,18000,9.7981825908907
"2023HU0688256",2,42,0,1,1,120000,11.6952553550628
"2023HU0688311",1,56,1,1,1,65500,11.0898206886824
"2023HU0688311",2,56,0,1,1,220000,12.3013873707787
"2023HU0688372",1,63,0,0,0,50300,10.8257802366059
"2023HU0688384",1,40,0,1,0,17000,9.74102744483773
"2023HU0688402",1,31,1,1,1,33100,10.4073187723892
"2023HU0688420",1,62,0,1,0,95000,11.4616426968431
"2023HU0688420",2,40,1,1,1,20000,9.90353755128617
"2023HU0688429",1,59,0,1,0,85000,11.3504183001091
"2023HU0688429",2,64,1,0,0,3800,8.24301946898925
"2023HU0688432",1,29,1,1,1,4e+05,12.899222326087
"2023HU0688432",2,30,0,1,1,350000,12.7656912906044
"2023HU0688471",2,48,0,1,0,64000,11.0666539872197
"2023HU0688478",1,50,1,1,0,6100,8.71620797115185
"2023HU0688478",2,31,1,1,0,28800,10.2681653877435
"2023HU0688478",9,35,0,1,1,37200,10.5240909216204
"2023HU0688482",2,61,1,1,0,16000,9.68040649926887
"2023HU0688493",1,45,1,1,1,120000,11.6952553550628
"2023HU0688499",1,57,0,1,1,216000,12.2830383162852
"2023HU0688502",1,36,1,1,1,251000,12.4332122021697
"2023HU0688502",2,42,0,1,1,685000,13.4371755770973
"2023HU0688509",1,57,1,1,1,140000,11.8494048444231
"2023HU0688517",1,61,1,0,1,84000,11.3385839825165
"2023HU0688517",2,64,0,0,1,0,0
"2023HU0688529",1,42,0,1,0,140000,11.8494048444231
"2023HU0688529",2,32,1,0,0,0,0
"2023HU0688535",1,57,0,1,0,95000,11.4616426968431
"2023HU0688535",2,40,1,1,0,45000,10.7144399907278
"2023HU0688557",3,64,1,1,0,6000,8.69968140098951
"2023HU0688570",1,30,1,1,1,74050,11.2125093239937
"2023HU0688570",3,53,1,0,0,0,0
"2023HU0688579",1,54,0,1,0,73000,11.1982284186668
"2023HU0688595",1,48,1,1,1,111000,11.6172944892629
"2023HU0688596",1,55,0,1,1,1e+05,11.5129354649202
"2023HU0688596",2,48,1,1,1,3e+05,12.6115410869661
"2023HU0688598",1,35,1,1,0,123000,11.7199477644028
"2023HU0688618",1,29,1,1,1,8400,9.03610602536485
"2023HU0688618",2,33,0,1,0,76000,11.2385017770766
"2023HU0688634",1,63,0,1,0,2e+05,12.2060776455177
"2023HU0688634",2,62,1,1,0,20000,9.90353755128617
"2023HU0688634",3,34,0,1,1,80000,11.2897944135779
"2023HU0688660",2,63,0,1,1,2e+05,12.2060776455177
"2023HU0688662",1,26,1,1,1,90000,11.4075760603618
"2023HU0688662",2,26,1,1,1,50000,10.8197982842103
"2023HU0688666",1,48,1,1,1,211000,12.2596181517835
"2023HU0688681",1,63,1,1,0,27000,10.2036291813376
"2023HU0688681",2,63,0,0,0,75900,11.2371851385275
"2023HU0688681",3,36,0,1,0,55000,10.9151066458675
"2023HU0688683",1,59,1,1,0,74000,11.2118338856085
"2023HU0688683",2,60,0,0,0,1400,7.24494154633701
"2023HU0688684",1,47,1,1,0,24000,10.0858507751287
"2023HU0688691",1,56,1,0,1,12000,9.39274525863144
"2023HU0688691",2,59,0,1,1,17000,9.74102744483773
"2023HU0688691",3,29,0,1,0,12000,9.39274525863144
"2023HU0688704",1,51,1,1,1,87800,11.38282816908
"2023HU0688711",2,36,1,1,0,51900,10.8570933367911
"2023HU0688711",3,42,0,1,0,50000,10.8197982842103
"2023HU0688727",3,55,1,1,1,16000,9.68040649926887
"2023HU0688727",4,28,1,1,1,23000,10.043292972227
"2023HU0688754",1,36,1,1,0,31630,10.3618929313548
"2023HU0688754",2,36,0,1,0,65000,11.0821579333748
"2023HU0688757",1,40,1,1,0,60000,11.002116507732
"2023HU0688757",2,46,0,1,1,35000,10.463131911492
"2023HU0688784",1,51,0,1,0,170000,12.043559598368
"2023HU0688784",2,45,1,1,0,500,6.21660610108486
"2023HU0688786",1,45,0,1,1,2e+05,12.2060776455177
"2023HU0688805",1,42,1,1,1,175400,12.0748300601582
"2023HU0688805",2,42,0,1,1,80000,11.2897944135779
"2023HU0688814",1,62,1,1,1,90000,11.4075760603618
"2023HU0688814",2,35,0,0,0,0,0
"2023HU0688814",3,61,0,0,0,0,0
"2023HU0688822",1,43,1,1,0,33000,10.4042931430198
"2023HU0688822",2,51,0,1,0,40000,10.5966597327836
"2023HU0688822",6,42,0,1,0,50000,10.8197982842103
"2023HU0688822",7,41,0,1,0,72000,11.1844352867906
"2023HU0688823",1,54,1,1,1,52000,10.8590182281479
"2023HU0688823",2,51,0,1,0,86100,11.3632763047502
"2023HU0688826",1,29,0,1,0,2e+05,12.2060776455177
"2023HU0688826",2,28,1,1,0,25000,10.1266711030504
"2023HU0688826",5,49,1,1,1,21600,9.98049488889691
"2023HU0688833",1,39,1,1,1,180000,12.1007176854125
"2023HU0688833",2,41,0,1,1,170000,12.043559598368
"2023HU0688853",1,61,0,0,1,120,4.79579054559674
"2023HU0688853",2,61,1,0,1,18000,9.7981825908907
"2023HU0688876",1,33,1,1,1,140900,11.8558127950937
"2023HU0688876",2,32,0,1,1,1e+05,11.5129354649202
"2023HU0688877",1,28,0,1,1,170000,12.043559598368
"2023HU0688877",2,27,1,0,1,90000,11.4075760603618
"2023HU0688880",1,64,0,1,1,684000,13.4357146585919
"2023HU0688880",2,60,1,0,1,0,0
"2023HU0688920",1,46,1,1,0,35000,10.463131911492
"2023HU0688923",1,56,1,0,0,20000,9.90353755128617
"2023HU0688958",1,43,0,1,1,50000,10.8197982842103
"2023HU0688958",2,43,1,0,1,0,0
"2023HU0688965",2,47,1,1,1,120000,11.6952553550628
"2023HU0688977",1,60,1,0,0,213200,12.2699906616943
"2023HU0688989",1,58,0,1,0,73000,11.1982284186668
"2023HU0688989",2,54,1,0,0,0,0
"2023HU0688989",3,32,0,1,0,35000,10.463131911492
"2023HU0688989",4,31,0,1,0,3000,8.00670084544037
"2023HU0688989",5,29,0,0,0,0,0
"2023HU0688989",6,25,0,0,0,7700,8.94910546953925
"2023HU0688989",9,31,1,1,0,23000,10.043292972227
"2023HU0689020",1,37,0,1,1,160000,11.9829353441964
"2023HU0689020",2,31,1,0,1,19800,9.8934877204578
"2023HU0689021",1,59,0,1,0,41000,10.6213517356329
"2023HU0689021",2,54,1,1,0,40000,10.5966597327836
"2023HU0689021",3,27,1,1,1,11100,9.31479047333265
"2023HU0689022",2,62,0,1,0,93000,11.4403655247658
"2023HU0689022",3,62,1,0,0,0,0
"2023HU0689024",1,33,0,1,1,120000,11.6952553550628
"2023HU0689039",1,51,1,1,0,12000,9.39274525863144
"2023HU0689039",2,54,0,1,0,80000,11.2897944135779
"2023HU0689039",3,28,0,1,1,50000,10.8197982842103
"2023HU0689064",1,48,0,1,0,285000,12.5602479680166
"2023HU0689064",2,43,1,1,1,6000,8.69968140098951
"2023HU0689069",2,27,0,0,0,0,0
"2023HU0689092",1,61,1,0,1,55500,10.9241563175902
"2023HU0689092",2,63,0,1,1,49000,10.7995959850478
"2023HU0689104",1,56,1,0,1,1700,7.43897159239586
"2023HU0689104",2,55,0,0,1,80000,11.2897944135779
"2023HU0689109",1,62,0,1,1,89000,11.3964028846062
"2023HU0689117",2,32,0,1,0,70750,11.1669219496812
"2023HU0689117",3,27,1,1,1,46500,10.7472290967206
"2023HU0689139",1,38,1,1,0,74000,11.2118338856085
"2023HU0689139",2,47,0,1,0,32600,10.392098241731
"2023HU0689143",1,62,0,1,1,859000,13.6635253651101
"2023HU0689143",2,64,1,0,1,58000,10.9682155307592
"2023HU0689143",3,33,0,0,1,60000,11.002116507732
"2023HU0689143",4,31,0,0,1,0,0
"2023HU0689154",1,37,1,1,1,90000,11.4075760603618
"2023HU0689164",1,29,1,1,1,50000,10.8197982842103
"2023HU0689164",2,31,1,1,0,36010,10.4915797263212
"2023HU0689165",1,38,0,1,1,112000,11.6262630788088
"2023HU0689165",2,40,1,1,1,137000,11.8277435040537
"2023HU0689167",3,27,1,0,1,0,0
"2023HU0689168",1,64,0,1,1,175000,12.072546967175
"2023HU0689168",2,54,1,1,1,32000,10.3735224312936
"2023HU0689186",3,29,1,1,1,140000,11.8494048444231
"2023HU0689202",1,55,0,1,0,50000,10.8197982842103
"2023HU0689202",2,53,1,1,1,40000,10.5966597327836
"2023HU0689223",1,45,0,1,0,60200,11.0054442424546
"2023HU0689225",1,64,0,1,0,50000,10.8197982842103
"2023HU0689225",2,60,1,1,0,24000,10.0858507751287
"2023HU0689226",1,60,1,1,0,38000,10.5453677541517
"2023HU0689234",1,63,0,0,0,12600,9.44153145486969
"2023HU0689234",2,31,0,1,0,35400,10.4744953473105
"2023HU0689245",1,38,0,1,0,30000,10.3089859934221
"2023HU0689245",2,38,1,0,0,0,0
"2023HU0689255",1,46,1,1,0,35000,10.463131911492
"2023HU0689263",1,31,0,1,0,87460,11.3789482586999
"2023HU0689263",2,29,1,0,0,0,0
"2023HU0689269",1,42,1,1,0,117000,11.6699377607519
"2023HU0689269",2,44,0,1,0,42000,10.6454487065059
"2023HU0689278",3,30,1,1,1,62000,11.0349057929294
"2023HU0689293",1,64,0,1,0,1e+05,11.5129354649202
"2023HU0689310",1,45,0,1,0,1e+05,11.5129354649202
"2023HU0689332",1,53,0,1,1,42600,10.6596330061604
"2023HU0689332",2,46,1,1,1,3000,8.00670084544037
"2023HU0689333",1,40,1,1,0,90000,11.4075760603618
"2023HU0689335",1,45,0,1,0,24000,10.0858507751287
"2023HU0689335",2,52,1,0,0,0,0
"2023HU0689337",1,46,0,1,0,78000,11.2644769261024
"2023HU0689337",2,45,1,1,0,31500,10.3577745703416
"2023HU0689339",1,45,1,0,0,0,0
"2023HU0689339",2,46,0,1,0,50000,10.8197982842103
"2023HU0689357",2,50,1,1,0,11600,9.35884658027541
"2023HU0689361",1,25,1,1,1,67000,11.1124628236349
"2023HU0689361",2,28,0,1,1,70000,11.1562648066437
"2023HU0689365",1,57,1,1,0,37900,10.5427327759467
"2023HU0689411",1,37,1,0,0,19000,9.85224688834253
"2023HU0689464",1,50,0,1,1,1118000,13.9270528271512
"2023HU0689464",2,49,1,0,1,0,0
"2023HU0689465",1,49,0,1,1,125500,11.7400690056497
"2023HU0689465",2,43,1,0,1,0,0
"2023HU0689509",1,46,0,1,1,101000,11.5228856967645
"2023HU0689509",2,40,1,1,1,128000,11.7597933553712
"2023HU0689551",1,36,1,1,1,258000,12.4607187398652
"2023HU0689562",1,52,0,1,1,8000,8.98732181285012
"2023HU0689562",2,50,1,1,1,6000,8.69968140098951
"2023HU0689613",1,60,1,1,1,30000,10.3089859934221
"2023HU0689624",2,49,0,1,1,50000,10.8197982842103
"2023HU0689624",3,29,0,1,0,15000,9.61587214452889
"2023HU0689624",5,53,0,1,0,45800,10.7320612039251
"2023HU0689625",1,56,0,1,1,238200,12.3808701340473
"2023HU0689625",2,56,1,0,0,0,0
"2023HU0689628",1,33,0,1,1,72000,11.1844352867906
"2023HU0689628",2,32,1,0,1,0,0
"2023HU0689629",1,28,1,1,0,19000,9.85224688834253
"2023HU0689633",1,50,1,1,1,133600,11.8026130250866
"2023HU0689633",2,56,0,1,1,2e+05,12.2060776455177
"2023HU0689635",1,34,0,1,1,225000,12.3238601256211
"2023HU0689635",2,35,1,1,1,3e+05,12.6115410869661
"2023HU0689642",1,30,1,0,0,20000,9.90353755128617
"2023HU0689648",1,48,0,1,0,80000,11.2897944135779
"2023HU0689648",2,38,1,1,1,85000,11.3504183001091
"2023HU0689654",2,63,1,0,1,65000,11.0821579333748
"2023HU0689658",2,52,1,1,0,33600,10.4223111074132
"2023HU0689658",3,25,0,1,0,50000,10.8197982842103
"2023HU0689658",5,53,0,0,0,0,0
"2023HU0689659",1,59,1,1,0,21600,9.98049488889691
"2023HU0689663",1,60,0,1,0,39120,10.5744146861942
"2023HU0689663",2,58,0,1,0,50000,10.8197982842103
"2023HU0689680",1,63,1,1,1,120000,11.6952553550628
"2023HU0689685",1,27,0,1,0,59000,10.9853096718968
"2023HU0689691",2,62,0,0,0,43000,10.6689786502192
"2023HU0689696",1,39,0,1,1,131400,11.7860089953538
"2023HU0689700",1,51,1,1,1,30000,10.3089859934221
"2023HU0689704",2,52,0,1,1,45000,10.7144399907278
"2023HU0689722",1,27,1,0,0,700,6.55250788703459
"2023HU0689722",2,29,0,1,0,1000,6.90875477931522
"2023HU0689722",4,35,0,1,0,28000,10.2399955028053
"2023HU0689732",1,61,0,0,0,2300,7.74109909003537
"2023HU0689732",2,56,1,1,0,45000,10.7144399907278
"2023HU0689741",1,26,0,1,1,112450,11.6302728501892
"2023HU0689743",1,45,0,1,1,4e+05,12.899222326087
"2023HU0689743",2,42,1,1,1,320000,12.676079399771
"2023HU0689746",1,52,0,1,0,69000,11.141876276228
"2023HU0689753",2,50,0,0,1,80,4.39444915467244
"2023HU0689757",1,54,1,1,1,270000,12.5061809416774
"2023HU0689757",2,54,0,1,1,2e+05,12.2060776455177
"2023HU0689803",1,59,0,0,0,9500,9.15915233520675
"2023HU0689803",2,59,1,0,0,0,0
"2023HU0689835",1,62,1,1,0,12900,9.46506010672514
"2023HU0689835",2,38,0,1,0,12100,9.40104337279805
"2023HU0689838",1,63,0,0,1,12500,9.43356392009056
"2023HU0689838",2,61,1,1,0,89000,11.3964028846062
"2023HU0689838",3,60,1,0,0,0,0
"2023HU0689838",4,59,0,1,0,53000,10.8780660602808
"2023HU0689858",1,56,0,1,0,35400,10.4744953473105
"2023HU0689873",1,40,0,1,1,70000,11.1562648066437
"2023HU0689887",1,49,0,1,1,270000,12.5061809416774
"2023HU0689887",2,48,1,1,1,18000,9.7981825908907
"2023HU0689915",2,64,1,0,1,0,0
"2023HU0689921",1,63,0,0,0,12000,9.39274525863144
"2023HU0689975",1,59,1,1,0,8600,9.05963375455148
"2023HU0689977",1,41,0,1,1,32000,10.3735224312936
"2023HU0689977",2,39,1,0,1,0,0
"2023HU0689997",2,60,1,1,1,35000,10.463131911492
"2023HU0690017",1,47,0,1,0,65000,11.0821579333748
"2023HU0690017",2,52,1,0,0,0,0
"2023HU0690026",1,50,1,1,0,60000,11.002116507732
"2023HU0690026",2,31,1,1,0,50000,10.8197982842103
"2023HU0690026",4,58,0,0,0,1300,7.1708884785125
"2023HU0690036",2,36,0,0,0,10000,9.21044036697652
"2023HU0690038",1,57,1,1,1,375000,12.8346839716157
"2023HU0690038",2,59,0,1,1,20000,9.90353755128617
"2023HU0690040",1,38,1,0,0,0,0
"2023HU0690040",2,40,0,1,0,12000,9.39274525863144
"2023HU0690054",1,59,1,0,1,0,0
"2023HU0690054",2,64,0,0,0,82000,11.314486721294
"2023HU0690061",1,43,0,1,0,80000,11.2897944135779
"2023HU0690061",2,39,1,1,0,35000,10.463131911492
"2023HU0690080",1,28,0,1,0,40000,10.5966597327836
"2023HU0690080",2,27,1,0,1,22600,10.0257494320691
"2023HU0690080",3,26,1,1,0,63000,11.0509058782636
"2023HU0690086",1,61,0,1,0,38600,10.5610334618531
"2023HU0690086",4,43,1,1,0,75000,11.2252567257629
"2023HU0690099",1,34,1,1,0,66000,11.0974251724089
"2023HU0690099",5,64,1,0,0,12000,9.39274525863144
"2023HU0690099",6,35,1,1,0,77000,11.2515736877645
"2023HU0690116",1,55,1,1,0,98000,11.4927329616823
"2023HU0690136",1,54,1,0,0,0,0
"2023HU0690136",2,57,0,1,1,202400,12.2180061570947
"2023HU0690136",3,28,0,1,0,60000,11.002116507732
"2023HU0690177",1,45,1,1,0,40000,10.5966597327836
"2023HU0690182",1,42,1,1,0,45000,10.7144399907278
"2023HU0690182",2,38,0,1,0,17000,9.74102744483773
"2023HU0690185",1,28,0,1,0,50000,10.8197982842103
"2023HU0690207",1,50,0,1,0,196000,12.1858750402405
"2023HU0690220",1,52,0,1,1,95000,11.4616426968431
"2023HU0690220",2,48,1,1,1,130000,11.7752974217158
"2023HU0690233",3,38,1,1,0,19900,9.89852526070631
"2023HU0690236",1,31,1,0,0,0,0
"2023HU0690236",2,31,0,1,0,60000,11.002116507732
"2023HU0690236",5,30,1,1,0,320,5.77144112313002
"2023HU0690246",1,61,1,1,0,50000,10.8197982842103
"2023HU0690256",1,61,1,1,0,2e+05,12.2060776455177
"2023HU0690258",1,43,1,1,1,75000,11.2252567257629
"2023HU0690260",2,50,1,0,0,6400,8.764209507142
"2023HU0690261",1,47,0,1,1,150000,11.9183972397228
"2023HU0690261",2,39,1,1,1,150000,11.9183972397228
"2023HU0690276",3,37,0,1,0,12000,9.39274525863144
"2023HU0690276",4,28,0,1,0,75000,11.2252567257629
"2023HU0690289",1,63,1,0,0,167000,12.0257550794049
"2023HU0690294",1,57,0,1,1,130210,11.776911490595
"2023HU0690294",2,55,1,1,1,210210,12.255867067169
"2023HU0690336",1,64,0,1,0,12600,9.44153145486969
"2023HU0690342",1,31,1,1,0,3900,8.26898820950666
"2023HU0690353",1,34,0,1,1,120000,11.6952553550628
"2023HU0690353",2,31,1,1,1,60000,11.002116507732
"2023HU0690358",1,53,1,1,1,47000,10.7579241570616
"2023HU0690358",2,52,0,1,1,3e+05,12.6115410869661
"2023HU0690358",5,27,1,0,1,0,0
"2023HU0690360",1,38,0,1,0,175000,12.072546967175
"2023HU0690383",1,52,0,1,0,72000,11.1844352867906
"2023HU0690383",2,46,1,1,0,12000,9.39274525863144
"2023HU0690383",3,27,1,0,0,0,0
"2023HU0690383",4,25,1,0,0,0,0
"2023HU0690385",1,46,0,1,0,66000,11.0974251724089
"2023HU0690394",1,34,1,1,1,24100,10.0900086123938
"2023HU0690394",2,35,0,1,1,14000,9.54688403461792
"2023HU0690419",1,40,0,1,1,155500,11.9544074414489
"2023HU0690419",2,37,1,1,1,80000,11.2897944135779
"2023HU0690431",1,60,1,1,0,25000,10.1266711030504
"2023HU0690431",2,63,0,1,1,160000,11.9829353441964
"2023HU0690434",1,60,1,0,0,1200,7.09090982207998
"2023HU0690434",2,60,0,0,0,52000,10.8590182281479
"2023HU0690445",1,35,0,1,1,95000,11.4616426968431
"2023HU0690445",2,32,1,1,1,684000,13.4357146585919
"2023HU0690452",1,50,1,1,1,50000,10.8197982842103
"2023HU0690452",2,53,0,1,1,275000,12.5245300130057
"2023HU0690455",1,38,0,0,0,85000,11.3504183001091
"2023HU0690455",2,30,1,1,0,23000,10.043292972227
"2023HU0690455",7,57,1,0,0,0,0
"2023HU0690455",8,55,0,0,1,42700,10.6619776181462
"2023HU0690467",1,64,0,0,0,168500,12.034696963475
"2023HU0690467",2,55,1,0,0,0,0
"2023HU0690477",1,33,1,0,0,63500,11.0588109327883
"2023HU0690477",2,40,1,1,0,48000,10.7789771230064
"2023HU0690489",1,41,0,0,1,105000,11.5617251529038
"2023HU0690489",2,38,1,0,1,0,0
"2023HU0690489",3,29,0,1,0,20000,9.90353755128617
"2023HU0690491",1,51,1,1,0,85000,11.3504183001091
"2023HU0690496",1,32,1,1,1,90000,11.4075760603618
"2023HU0690496",2,60,0,1,0,20000,9.90353755128617
"2023HU0690496",3,60,1,0,0,0,0
"2023HU0690539",1,61,0,1,0,6400,8.764209507142
"2023HU0690539",2,57,1,0,0,0,0
"2023HU0690539",3,25,0,1,0,79200,11.2797442039854
"2023HU0690565",1,48,0,1,1,2e+05,12.2060776455177
"2023HU0690565",2,43,1,1,1,1e+05,11.5129354649202
"2023HU0690579",1,47,0,1,0,756500,13.5364591340867
"2023HU0690579",2,52,1,1,0,23000,10.043292972227
"2023HU0690582",1,35,1,1,0,6000,8.69968140098951
"2023HU0690582",2,37,0,1,0,96000,11.4721138870624
"2023HU0690583",1,61,0,0,0,33000,10.4042931430198
"2023HU0690583",2,63,1,0,0,79000,11.2772157895969
"2023HU0690594",1,48,0,1,0,45000,10.7144399907278
"2023HU0690594",2,37,1,0,0,0,0
"2023HU0690594",3,25,1,1,0,43700,10.6851262641171
"2023HU0690601",1,38,0,1,1,350000,12.7656912906044
"2023HU0690601",2,42,0,1,0,50000,10.8197982842103
"2023HU0690604",1,43,0,1,1,180000,12.1007176854125
"2023HU0690639",1,53,0,1,1,12000,9.39274525863144
"2023HU0690639",2,53,1,1,0,12000,9.39274525863144
"2023HU0690663",1,50,1,1,1,80000,11.2897944135779
"2023HU0690663",2,55,0,1,0,36000,10.4913019948302
"2023HU0690666",1,53,0,1,0,82800,11.3241954175951
"2023HU0690666",2,55,1,0,0,35000,10.463131911492
"2023HU0690667",1,48,0,0,1,78000,11.2644769261024
"2023HU0690667",2,47,1,1,1,145000,11.8844959179307
"2023HU0690698",2,26,1,1,0,31000,10.3417747410115
"2023HU0690698",3,53,1,0,0,0,0
"2023HU0690705",1,56,0,1,0,50000,10.8197982842103
"2023HU0690738",1,46,1,1,0,40500,10.6090819441478
"2023HU0690738",2,48,0,1,1,60000,11.002116507732
"2023HU0690745",1,41,0,1,0,55000,10.9151066458675
"2023HU0690745",2,39,1,1,0,30400,10.3222307815901
"2023HU0690750",2,39,0,1,0,50000,10.8197982842103
"2023HU0690816",1,62,1,1,0,52000,10.8590182281479
"2023HU0690841",1,57,1,1,0,253000,12.441148720271
"2023HU0690864",1,41,0,1,1,260000,12.4684407561441
"2023HU0690864",2,41,1,1,1,30000,10.3089859934221
"2023HU0690879",1,52,1,1,0,5000,8.5173931714189
"2023HU0690880",1,37,0,1,1,1e+05,11.5129354649202
"2023HU0690881",1,59,1,1,1,116000,11.661354090741
"2023HU0690881",2,58,0,1,1,169000,12.0376599110475
"2023HU0690898",1,40,1,0,1,23000,10.043292972227
"2023HU0690922",1,31,0,0,1,0,0
"2023HU0690928",1,48,0,1,1,180000,12.1007176854125
"2023HU0690928",2,47,1,1,1,151500,11.9283475045698
"2023HU0690931",3,37,0,1,0,25000,10.1266711030504
"2023HU0690940",1,30,0,1,1,210000,12.254867571593
"2023HU0690940",2,29,1,1,1,150500,11.9217250076673
"2023HU0690940",3,30,0,1,1,3e+05,12.6115410869661
"2023HU0690948",1,37,1,1,0,125000,11.7360770162524
"2023HU0690948",2,39,0,1,1,5000,8.5173931714189
"2023HU0690953",1,58,0,1,0,105000,11.5617251529038
"2023HU0690953",2,58,1,1,0,30000,10.3089859934221
"2023HU0690975",1,30,1,1,0,34000,10.4341452149305
"2023HU0690992",1,64,1,1,1,112080,11.6269771031695
"2023HU0690994",1,42,1,1,1,160000,11.9829353441964
"2023HU0690994",2,32,1,1,1,47000,10.7579241570616
"2023HU0690994",3,32,1,1,1,108500,11.59451466851
"2023HU0690996",1,54,0,0,0,21800,9.98971111928475
"2023HU0690996",2,53,1,1,0,50000,10.8197982842103
"2023HU0691001",1,64,1,1,1,175000,12.072546967175
"2023HU0691001",2,35,1,1,1,26900,10.1999187396202
"2023HU0691004",1,31,0,1,0,60000,11.002116507732
"2023HU0691015",1,44,1,1,1,150000,11.9183972397228
"2023HU0691015",2,43,0,1,0,55000,10.9151066458675
"2023HU0691021",1,31,0,1,1,133000,11.7981119259726
"2023HU0691021",2,30,1,1,1,105000,11.5617251529038
"2023HU0691022",1,57,1,1,0,186000,12.133507329025
"2023HU0691029",1,63,0,1,0,82000,11.314486721294
"2023HU0691029",2,59,1,1,1,32400,10.3859445655017
"2023HU0691038",1,40,0,1,0,31300,10.3514053248997
"2023HU0691038",2,40,1,1,0,12000,9.39274525863144
"2023HU0691063",1,39,0,1,1,140000,11.8494048444231
"2023HU0691076",1,34,1,1,1,50000,10.8197982842103
"2023HU0691076",2,44,1,1,1,118000,11.6784483779882
"2023HU0691082",1,36,0,1,1,98500,11.4978219793929
"2023HU0691082",2,35,1,1,1,68000,11.1272776899325
"2023HU0691138",3,58,1,1,0,50000,10.8197982842103
"2023HU0691138",4,47,0,1,1,86000,11.362114203075
"2023HU0691141",1,47,1,1,1,684250,13.436080088356
"2023HU0691141",2,48,0,1,1,250000,12.4292201968364
"2023HU0691145",1,54,0,1,0,53000,10.8780660602808
"2023HU0691145",2,49,1,1,0,78000,11.2644769261024
"2023HU0691145",3,29,1,1,0,30000,10.3089859934221
"2023HU0691146",1,63,1,1,1,50000,10.8197982842103
"2023HU0691148",1,50,0,1,1,305000,12.6280703342727
"2023HU0691148",2,51,1,1,1,135000,11.8130374648005
"2023HU0691149",1,44,1,1,1,75000,11.2252567257629
"2023HU0691169",1,28,1,1,1,75000,11.2252567257629
"2023HU0691169",2,28,1,1,1,68000,11.1272776899325
"2023HU0691169",3,27,1,1,1,60000,11.002116507732
"2023HU0691175",1,29,1,1,0,34000,10.4341452149305
"2023HU0691214",3,40,1,1,0,41600,10.635879484422
"2023HU0691223",2,63,1,1,0,19100,9.85749596868514
"2023HU0691227",2,63,0,0,0,15600,9.65509029374725
"2023HU0691231",1,64,1,0,1,77650,11.259979706794
"2023HU0691231",2,57,0,0,0,20050,9.9060343068027
"2023HU0691235",1,38,1,1,1,2000,7.60140233458373
"2023HU0691235",2,40,0,1,0,70000,11.1562648066437
"2023HU0691248",1,54,0,1,0,13000,9.47278155656217
"2023HU0691248",2,31,1,1,0,20000,9.90353755128617
"2023HU0691248",3,25,1,1,1,33600,10.4223111074132
"2023HU0691248",6,31,0,1,0,30000,10.3089859934221
"2023HU0691254",1,39,1,1,0,47000,10.7579241570616
"2023HU0691254",2,39,1,0,0,0,0
"2023HU0691254",4,49,1,1,0,25000,10.1266711030504
"2023HU0691272",1,59,1,1,1,29000,10.2750855911327
"2023HU0691274",2,62,0,1,1,160000,11.9829353441964
"2023HU0691293",1,36,0,1,1,180000,12.1007176854125
"2023HU0691293",2,30,1,0,1,169000,12.0376599110475
"2023HU0691322",2,62,1,0,0,1000,6.90875477931522
"2023HU0691330",1,38,1,1,1,89000,11.3964028846062
"2023HU0691330",2,37,0,1,1,73000,11.1982284186668
"2023HU0691331",1,42,1,1,0,38800,10.5662012984751
"2023HU0691350",1,30,0,1,1,70000,11.1562648066437
"2023HU0691350",2,35,0,1,1,90000,11.4075760603618
"2023HU0691352",1,39,1,1,1,53000,10.8780660602808
"2023HU0691357",1,42,1,1,0,19000,9.85224688834253
"2023HU0691357",2,43,0,1,0,26000,10.1658902778025
"2023HU0691357",5,42,0,1,0,7200,8.88197518424887
"2023HU0691357",6,58,0,0,0,0,0
"2023HU0691361",2,58,1,0,0,0,0
"2023HU0691371",1,39,1,1,1,75000,11.2252567257629
"2023HU0691375",1,45,1,1,0,25000,10.1266711030504
"2023HU0691375",2,56,0,1,0,30000,10.3089859934221
"2023HU0691394",1,62,0,0,1,22000,9.99884318585288
"2023HU0691408",1,53,1,1,0,49000,10.7995959850478
"2023HU0691429",1,26,1,1,0,8000,8.98732181285012
"2023HU0691429",2,25,0,1,0,60000,11.002116507732
"2023HU0691453",1,46,1,1,1,108000,11.5898957653227
"2023HU0691453",2,47,0,1,0,80000,11.2897944135779
"2023HU0691456",1,40,0,1,1,140000,11.8494048444231
"2023HU0691467",1,26,0,1,0,17130,9.74864496673046
"2023HU0691467",2,37,1,1,0,75000,11.2252567257629
"2023HU0691479",1,31,1,1,1,50000,10.8197982842103
"2023HU0691479",2,34,1,1,1,65000,11.0821579333748
"2023HU0691479",3,28,0,1,1,2e+05,12.2060776455177
"2023HU0691479",4,27,0,1,1,48100,10.7810582458985
"2023HU0691486",1,52,0,1,0,45000,10.7144399907278
"2023HU0691490",1,45,0,1,1,72000,11.1844352867906
"2023HU0691496",1,64,1,0,0,6200,8.73246584834988
"2023HU0691496",2,40,1,0,0,0,0
"2023HU0691515",1,49,0,1,0,80000,11.2897944135779
