模拟编号,样本均值
4138,3.24
4139,3.68
4140,3.4
4141,3.76
4142,3.56
4143,3.24
4144,3.54
4145,3.12
4146,3.22
4147,3.08
4148,3.24
4149,3.04
4150,3.6
4151,3.28
4152,3.38
4153,3.3
4154,3.36
4155,3.7
4156,3.64
4157,3.58
4158,3.38
4159,3.48
4160,3.58
4161,3.66
4162,3.82
4163,3.96
4164,3.18
4165,3.64
4166,3.12
4167,3.36
4168,3.34
4169,3.68
4170,3.56
4171,3.4
4172,3.16
4173,3.44
4174,3.76
4175,3.62
4176,3.9
4177,4.04
4178,3.74
4179,3.7
4180,3.5
4181,3.48
4182,3.64
4183,3.56
4184,3.68
4185,3.52
4186,3.3
4187,3.1
4188,2.98
4189,3.58
4190,3.82
4191,3.74
4192,3.46
4193,3.46
4194,3.42
4195,3.64
4196,3.54
4197,3.68
4198,3.28
4199,3.58
4200,3.16
4201,3.8
4202,3.58
4203,3.4
4204,3.32
4205,3.64
4206,3.52
4207,3.44
4208,3.62
4209,3.84
4210,3.38
4211,3.86
4212,3.2
4213,3.2
4214,3.28
4215,3.64
4216,3.24
4217,3.42
4218,3.52
4219,3.78
4220,3.62
4221,3.66
4222,3.68
4223,3.68
4224,3.62
4225,3.76
4226,3.7
4227,3.76
4228,3.84
4229,3.3
4230,3.0
4231,3.78
4232,3.6
4233,3.6
4234,3.54
4235,3.42
4236,3.42
4237,3.38
4238,3.44
4239,3.2
4240,3.6
4241,3.22
4242,3.7
4243,3.52
4244,3.64
4245,3.58
4246,3.44
4247,3.28
4248,3.48
4249,3.4
4250,3.34
4251,4.1
4252,3.4
4253,3.94
4254,3.34
4255,3.18
4256,3.48
4257,3.58
4258,3.58
4259,3.56
4260,3.48
4261,3.3
4262,3.62
4263,3.88
4264,3.56
4265,3.24
4266,3.56
4267,3.54
4268,3.96
4269,3.58
4270,2.9
4271,3.36
4272,3.7
4273,4.38
4274,3.7
4275,3.32
4276,3.34
4277,3.92
4278,3.1
4279,3.52
4280,3.0
4281,3.48
4282,3.5
4283,3.96
4284,3.62
4285,3.36
4286,3.28
4287,3.14
4288,3.06
4289,3.3
4290,3.44
4291,4.06
4292,3.58
4293,2.86
4294,3.24
4295,3.3
4296,3.6
4297,3.2
4298,3.82
4299,3.62
4300,3.4
4301,3.54
4302,3.22
4303,3.54
4304,3.88
4305,3.4
4306,3.48
4307,3.18
4308,3.14
4309,3.56
4310,3.52
4311,3.64
4312,3.88
4313,3.3
4314,3.66
4315,3.64
4316,3.26
4317,3.44
4318,3.66
4319,3.5
4320,2.92
4321,3.8
4322,3.46
4323,3.54
4324,3.56
4325,3.56
4326,3.52
4327,3.36
4328,3.64
4329,3.18
4330,3.86
4331,3.42
4332,3.28
4333,3.24
4334,3.38
4335,3.64
4336,3.4
4337,3.58
4338,3.7
4339,3.58
4340,3.26
4341,3.74
4342,3.68
4343,3.16
4344,3.42
4345,3.44
4346,3.64
4347,3.68
4348,3.8
4349,3.38
4350,3.94
4351,3.52
4352,3.84
4353,3.6
4354,3.66
4355,3.4
4356,3.28
4357,3.2
4358,3.56
4359,3.78
4360,3.22
4361,3.82
4362,3.24
4363,3.9
4364,3.58
4365,4.06
4366,3.88
4367,3.34
4368,3.74
4369,3.04
4370,3.74
4371,3.42
4372,3.56
4373,3.14
4374,3.78
4375,3.54
4376,3.22
4377,3.78
4378,3.54
4379,3.48
4380,3.44
4381,3.02
4382,3.16
4383,3.94
4384,3.38
4385,3.74
4386,3.76
4387,3.82
4388,3.06
4389,3.4
4390,3.46
4391,3.72
4392,3.28
4393,3.56
4394,3.74
4395,3.48
4396,2.92
4397,3.54
4398,3.14
4399,4.08
4400,3.44
4401,3.26
4402,3.66
4403,3.74
4404,3.86
4405,3.66
4406,3.18
4407,3.72
4408,3.84
4409,3.02
4410,3.06
4411,3.18
4412,3.32
4413,3.88
4414,3.76
4415,3.12
4416,3.34
4417,3.38
4418,3.58
4419,3.56
4420,3.36
4421,3.56
4422,3.92
4423,3.52
4424,3.6
4425,3.56
4426,3.84
4427,3.68
4428,3.84
4429,3.44
4430,3.84
4431,3.72
4432,3.7
4433,3.68
4434,3.58
4435,3.08
4436,3.34
4437,3.3
4438,3.8
4439,3.28
4440,3.52
4441,3.44
4442,3.66
4443,3.08
4444,3.4
4445,3.02
4446,3.24
4447,3.5
4448,4.26
4449,3.52
4450,3.34
4451,3.56
4452,3.82
4453,3.46
4454,3.48
4455,4.06
4456,3.72
4457,3.54
4458,3.52
4459,3.52
4460,3.48
4461,3.3
4462,3.6
4463,3.44
4464,3.58
4465,3.08
4466,3.38
4467,3.32
4468,3.64
4469,3.58
4470,3.68
4471,3.38
4472,3.44
4473,4.08
4474,3.36
4475,2.78
4476,3.56
4477,3.16
4478,3.44
4479,3.76
4480,3.22
4481,3.22
4482,3.5
4483,3.56
4484,3.26
4485,3.72
4486,4.02
4487,3.32
4488,3.66
4489,3.5
4490,3.62
4491,3.84
4492,3.32
4493,3.32
4494,3.32
4495,3.48
4496,3.56
4497,3.24
4498,3.74
4499,3.36
4500,3.64
4501,3.34
4502,3.3
4503,3.66
4504,3.58
4505,3.28
4506,2.9
4507,3.92
4508,3.96
4509,3.58
4510,3.54
4511,3.68
4512,3.76
4513,3.54
4514,3.16
4515,3.42
4516,3.66
4517,3.72
4518,3.46
4519,3.5
4520,3.24
4521,3.88
4522,3.08
4523,3.58
4524,3.44
4525,3.86
4526,3.44
4527,3.7
4528,3.46
4529,3.52
4530,3.26
4531,3.1
4532,3.42
4533,3.7
4534,3.52
4535,3.52
4536,3.02
4537,3.4
4538,3.46
4539,3.86
4540,3.56
4541,3.54
4542,3.52
4543,3.62
4544,3.38
4545,3.78
4546,3.64
4547,3.24
4548,3.62
4549,3.04
4550,3.26
4551,3.38
4552,3.42
4553,3.6
4554,3.48
4555,3.62
4556,3.36
4557,3.28
4558,3.86
4559,3.48
4560,3.62
4561,3.24
4562,3.4
4563,3.44
4564,3.7
4565,3.12
4566,3.1
4567,3.84
4568,3.44
4569,3.82
4570,3.42
4571,4.1
4572,3.32
4573,3.92
4574,3.28
4575,3.42
4576,3.3
4577,3.96
4578,3.84
4579,3.48
4580,3.68
4581,3.48
4582,3.54
4583,4.04
4584,3.96
4585,3.5
4586,3.3
4587,3.52
4588,3.9
4589,3.58
4590,3.56
4591,2.96
4592,3.3
4593,3.66
4594,3.42
4595,3.58
4596,3.4
4597,3.56
4598,3.32
4599,3.42
4600,3.46
4601,3.7
4602,3.52
4603,3.68
4604,3.4
4605,3.7
4606,3.36
4607,3.94
4608,3.66
4609,3.4
4610,3.48
4611,3.54
4612,3.62
4613,3.6
4614,3.4
4615,3.62
4616,3.18
4617,3.44
4618,3.74
4619,3.5
4620,3.68
4621,3.72
4622,3.68
4623,3.76
4624,3.68
4625,3.5
4626,3.42
4627,3.08
4628,3.28
4629,3.48
4630,3.78
4631,3.86
4632,3.46
4633,3.4
4634,3.78
4635,3.34
4636,3.48
4637,3.18
4638,3.3
4639,3.32
4640,3.36
4641,3.52
4642,2.98
4643,3.92
4644,3.3
4645,3.56
4646,3.04
4647,3.54
4648,3.42
4649,3.3
4650,3.88
4651,3.92
4652,3.48
4653,3.3
4654,3.38
4655,3.22
4656,3.44
4657,3.58
4658,3.64
4659,3.52
4660,3.82
4661,3.16
4662,3.66
4663,3.18
4664,3.62
4665,3.9
4666,3.36
4667,3.16
4668,3.48
4669,3.44
4670,3.48
4671,3.38
4672,3.38
4673,3.68
4674,3.34
4675,3.6
4676,3.18
4677,3.22
4678,3.72
4679,3.68
4680,3.52
4681,3.18
4682,3.78
4683,3.26
4684,3.66
4685,3.46
4686,3.36
4687,3.44
4688,3.52
4689,3.7
4690,3.74
4691,3.3
4692,3.42
4693,3.5
4694,3.26
4695,3.68
4696,3.24
4697,3.62
4698,3.7
4699,3.3
4700,3.36
4701,3.54
4702,2.98
4703,3.22
4704,3.24
4705,3.2
4706,2.98
4707,3.48
4708,3.28
4709,3.64
4710,3.34
4711,3.4
4712,3.84
4713,3.7
4714,4.02
4715,3.78
4716,3.3
4717,3.54
4718,3.38
4719,3.78
4720,3.4
4721,3.42
4722,3.84
4723,3.74
4724,3.52
4725,3.7
4726,3.72
4727,3.44
4728,3.28
4729,2.84
4730,3.34
4731,3.12
4732,3.6
4733,3.28
4734,3.3
4735,2.98
4736,3.52
4737,3.94
4738,3.42
4739,3.52
4740,3.72
4741,3.88
4742,3.4
4743,3.76
4744,3.1
4745,3.38
4746,3.8
4747,3.3
4748,3.6
4749,3.3
4750,3.38
4751,3.94
4752,3.52
4753,3.8
4754,2.84
4755,3.74
4756,3.7
4757,2.78
4758,3.76
4759,3.38
4760,3.74
4761,3.54
4762,3.34
4763,3.94
4764,3.66
4765,3.48
4766,3.66
4767,3.68
4768,3.2
4769,3.58
4770,3.5
4771,3.04
4772,3.32
4773,3.14
4774,3.58
4775,3.34
4776,3.06
4777,3.78
4778,3.56
4779,3.58
4780,3.2
4781,3.16
4782,3.26
4783,3.72
4784,3.88
4785,3.74
4786,3.28
4787,3.12
4788,3.4
4789,3.78
4790,3.4
4791,3.4
4792,3.3
4793,3.44
4794,3.78
4795,3.84
4796,3.58
4797,3.44
4798,3.38
4799,3.64
4800,3.0
4801,3.06
4802,3.8
4803,3.64
4804,3.4
4805,3.82
4806,3.56
4807,3.54
4808,3.2
4809,3.74
4810,3.5
4811,3.02
4812,3.54
4813,3.5
4814,3.7
4815,3.74
4816,3.64
4817,3.42
4818,3.7
4819,3.4
4820,3.66
4821,3.52
4822,2.8
4823,3.32
4824,3.88
4825,3.2
4826,3.98
4827,3.64
4828,3.74
4829,3.6
4830,3.58
4831,3.88
4832,3.38
4833,3.3
4834,3.06
4835,3.46
4836,3.66
4837,3.28
4838,3.54
4839,3.54
4840,3.8
4841,3.32
4842,3.08
4843,3.46
4844,3.44
4845,3.22
4846,4.16
4847,3.32
4848,3.36
4849,3.44
4850,3.92
4851,3.42
4852,3.06
4853,3.48
4854,3.42
4855,3.52
4856,3.36
4857,3.8
4858,4.04
4859,3.4
4860,3.52
4861,3.46
4862,3.88
4863,3.78
4864,3.52
4865,3.8
4866,3.24
4867,3.94
4868,3.82
4869,3.5
4870,3.36
4871,3.3
4872,3.14
4873,3.5
4874,3.62
4875,3.24
4876,3.98
4877,3.38
4878,3.1
4879,3.2
4880,3.64
4881,3.7
4882,3.76
4883,3.9
4884,3.28
4885,3.2
4886,3.28
4887,3.48
4888,3.02
4889,4.2
4890,3.28
4891,3.46
4892,3.46
4893,3.42
4894,3.38
4895,3.62
4896,3.38
4897,3.74
4898,3.34
4899,2.88
4900,3.54
4901,3.1
4902,3.48
4903,3.22
4904,3.18
4905,2.94
4906,3.12
4907,3.5
4908,3.52
4909,3.72
4910,3.72
4911,3.64
4912,3.1
4913,3.76
4914,3.36
4915,3.32
4916,2.96
4917,3.8
4918,3.6
4919,3.08
4920,3.84
4921,3.86
4922,3.86
4923,3.34
4924,3.4
4925,3.62
4926,3.48
4927,3.64
4928,3.2
4929,3.38
4930,3.52
4931,3.58
4932,3.76
4933,3.58
4934,3.76
4935,3.84
4936,3.78
4937,3.78
4938,3.44
4939,3.46
4940,3.4
4941,3.56
4942,3.26
4943,3.76
4944,3.32
4945,3.92
4946,3.56
4947,3.58
4948,2.92
4949,3.42
4950,3.36
4951,3.58
4952,3.6
4953,3.36
4954,3.46
4955,3.84
4956,3.34
4957,3.38
4958,3.68
4959,3.66
4960,3.46
4961,3.42
4962,3.5
4963,3.82
4964,3.8
4965,3.64
4966,3.4
4967,3.64
4968,3.8
4969,3.62
4970,3.6
4971,3.1
4972,3.44
4973,3.7
4974,4.0
4975,3.66
4976,3.68
4977,3.52
4978,3.72
4979,3.18
4980,3.08
4981,3.44
4982,3.86
4983,3.7
4984,3.06
4985,3.48
4986,3.56
4987,3.62
4988,3.62
4989,3.04
4990,3.62
4991,3.56
4992,3.34
4993,3.8
4994,3.8
4995,3.52
4996,3.24
4997,3.46
4998,3.4
4999,3.38
5000,3.62
5001,3.78
5002,3.5
5003,3.56
5004,3.26
5005,3.14
5006,3.14
5007,3.68
5008,3.38
5009,3.4
5010,3.08
5011,3.1
5012,3.52
5013,3.22
5014,3.96
5015,3.44
5016,3.44
5017,3.5
5018,3.42
5019,3.28
5020,3.1
5021,3.84
5022,3.64
5023,3.7
5024,3.22
5025,3.62
5026,3.34
5027,4.1
5028,3.2
5029,3.74
5030,3.28
5031,3.1
5032,3.82
5033,3.36
5034,3.54
5035,3.14
5036,3.26
5037,3.54
5038,3.56
5039,3.72
5040,3.24
5041,3.22
5042,3.42
5043,3.4
5044,3.44
5045,3.36
5046,3.48
5047,3.22
5048,3.22
5049,3.58
5050,3.3
5051,3.34
5052,3.52
5053,3.72
5054,3.56
5055,3.64
5056,3.04
5057,3.34
5058,3.92
5059,3.58
5060,3.8
5061,3.62
5062,3.1
5063,3.36
5064,3.2
5065,3.4
5066,3.78
5067,3.58
5068,3.26
5069,3.58
5070,3.54
5071,3.5
5072,3.58
5073,3.7
5074,3.7
5075,3.32
5076,3.58
5077,3.24
5078,3.26
5079,3.8
5080,3.36
5081,3.68
5082,3.28
5083,3.82
5084,3.02
5085,4.02
5086,2.92
5087,3.38
5088,3.2
5089,3.58
5090,3.72
5091,3.6
5092,3.5
5093,3.3
5094,3.92
5095,3.82
5096,3.54
5097,3.48
5098,3.7
5099,3.6
5100,3.44
5101,3.62
5102,3.26
5103,3.56
5104,3.52
5105,3.28
5106,3.6
5107,3.74
5108,3.26
5109,3.34
5110,3.76
5111,3.18
5112,3.32
5113,3.38
5114,3.84
5115,3.54
5116,3.16
5117,3.48
5118,3.88
5119,3.38
5120,3.6
5121,4.0
5122,3.7
5123,3.36
5124,2.92
5125,4.08
5126,3.44
5127,3.34
5128,3.0
5129,3.8
5130,3.72
5131,3.44
5132,3.42
5133,3.36
5134,3.24
5135,3.5
5136,3.52
5137,3.64
5138,3.82
5139,3.3
5140,3.06
5141,3.72
5142,3.42
5143,3.86
5144,3.1
5145,3.22
5146,4.16
5147,3.34
5148,3.4
5149,3.62
5150,3.56
5151,3.54
5152,3.54
5153,3.66
5154,3.56
5155,3.5
5156,3.78
5157,3.3
5158,3.34
5159,3.8
5160,3.48
5161,3.32
5162,3.68
5163,3.44
5164,3.26
5165,3.18
5166,3.08
5167,3.72
5168,3.32
5169,3.3
5170,3.38
5171,3.94
5172,3.3
5173,3.6
5174,3.64
5175,3.4
5176,3.6
5177,3.18
5178,3.42
5179,3.52
5180,3.72
5181,3.12
5182,3.8
5183,3.42
5184,3.64
5185,3.56
5186,3.26
5187,3.18
5188,3.74
5189,3.28
5190,3.28
5191,3.7
5192,3.92
5193,4.08
5194,3.44
5195,3.74
5196,3.52
5197,3.52
5198,3.24
5199,3.38
5200,3.56
5201,3.44
5202,3.48
5203,3.26
5204,3.56
5205,3.78
5206,3.84
5207,3.02
5208,3.36
5209,3.36
5210,3.44
5211,3.58
5212,3.56
5213,3.94
5214,3.62
5215,3.68
5216,3.56
5217,3.34
5218,3.56
5219,3.66
5220,3.66
5221,3.42
5222,3.42
5223,3.6
5224,3.34
5225,3.42
5226,3.18
5227,3.6
5228,3.16
5229,3.7
5230,3.38
5231,3.32
5232,3.88
5233,3.6
5234,3.28
5235,3.26
5236,3.8
5237,3.34
5238,3.66
5239,3.28
5240,3.42
5241,3.68
5242,3.48
5243,3.62
5244,3.34
5245,3.48
5246,3.86
5247,3.28
5248,3.56
5249,3.8
5250,3.04
5251,3.5
5252,3.4
5253,3.24
5254,3.68
5255,3.58
5256,3.26
5257,3.98
5258,3.24
5259,3.58
5260,3.62
5261,3.7
5262,3.72
5263,3.56
5264,3.36
5265,4.12
5266,3.6
5267,3.86
5268,3.52
5269,3.28
5270,3.64
5271,3.32
5272,3.5
5273,3.5
5274,3.76
5275,3.84
5276,3.68
5277,3.36
5278,3.44
5279,3.18
5280,3.48
5281,3.42
5282,3.22
5283,3.88
5284,2.76
5285,4.04
5286,3.44
5287,3.3
5288,3.66
5289,3.3
5290,3.66
5291,3.18
5292,3.02
5293,3.76
5294,3.22
5295,3.82
5296,3.28
5297,3.68
5298,3.4
5299,3.54
5300,3.36
5301,3.56
5302,3.76
5303,3.8
5304,3.58
5305,3.2
5306,3.4
5307,3.34
5308,3.5
5309,3.62
5310,3.9
5311,3.3
5312,3.3
5313,3.56
5314,3.66
5315,3.48
5316,3.04
5317,3.54
5318,3.86
5319,3.5
5320,3.54
5321,3.54
5322,3.64
5323,3.88
5324,3.2
5325,3.5
5326,3.44
5327,3.16
5328,3.26
5329,3.64
5330,3.32
5331,3.84
5332,3.18
5333,3.64
5334,3.72
5335,3.9
5336,3.38
5337,3.44
5338,3.36
5339,3.26
5340,3.66
5341,3.0
5342,3.8
5343,3.38
5344,3.6
5345,3.62
5346,3.54
5347,3.7
5348,3.42
5349,3.72
5350,3.88
5351,3.36
5352,3.48
5353,3.34
5354,3.44
5355,3.54
5356,3.72
5357,3.62
5358,3.98
5359,3.72
5360,3.46
5361,3.74
5362,3.68
5363,3.4
5364,3.36
5365,3.66
5366,3.66
5367,3.72
5368,3.88
5369,3.5
5370,3.4
5371,3.58
5372,3.04
5373,3.8
5374,3.48
5375,3.04
5376,3.44
5377,3.72
5378,3.2
5379,3.92
5380,3.4
5381,3.18
5382,3.46
5383,3.66
5384,3.58
5385,3.56
5386,3.68
5387,3.54
5388,3.44
5389,3.32
5390,3.36
5391,3.42
5392,3.72
5393,3.22
5394,3.28
5395,3.46
5396,3.38
5397,3.22
5398,3.48
5399,3.66
5400,3.8
5401,3.7
5402,3.68
5403,3.54
5404,3.18
5405,3.5
5406,3.6
5407,3.62
5408,3.98
5409,3.36
5410,3.62
5411,3.76
5412,3.5
5413,3.4
5414,3.28
5415,3.4
5416,3.1
5417,3.5
5418,3.32
5419,3.42
5420,3.28
5421,3.58
5422,3.28
5423,3.44
5424,3.68
5425,3.32
5426,3.44
5427,3.46
5428,3.64
5429,3.72
5430,3.22
5431,3.46
5432,3.24
5433,3.76
5434,3.34
5435,3.56
5436,3.76
5437,3.3
5438,3.48
5439,3.58
5440,3.56
5441,3.1
5442,3.58
5443,3.52
5444,3.42
5445,3.42
5446,3.1
5447,3.8
5448,3.46
5449,3.56
5450,3.18
5451,3.44
5452,3.54
5453,3.54
5454,3.42
5455,3.28
5456,3.68
5457,3.52
5458,3.58
5459,3.62
5460,3.68
5461,3.64
5462,3.58
5463,3.64
5464,3.58
5465,3.94
5466,3.44
5467,3.06
5468,3.54
5469,3.64
5470,3.78
5471,3.6
5472,3.46
5473,3.18
5474,3.74
5475,3.0
5476,3.58
5477,3.58
5478,3.56
5479,3.42
5480,3.6
5481,3.56
5482,3.5
5483,3.7
5484,3.38
5485,3.6
5486,3.74
5487,3.58
5488,3.74
5489,3.6
5490,3.58
5491,3.36
5492,3.98
5493,3.76
5494,3.46
5495,3.62
5496,3.2
5497,3.46
5498,3.58
5499,3.52
5500,3.98
5501,3.36
5502,3.76
5503,3.62
5504,3.12
5505,3.54
5506,3.62
5507,3.72
5508,3.56
5509,3.54
5510,3.24
5511,2.78
5512,3.44
5513,3.16
5514,3.68
5515,3.6
5516,3.76
5517,3.4
5518,3.62
5519,3.66
5520,3.16
5521,3.18
5522,3.7
5523,3.34
5524,3.42
5525,3.46
5526,3.46
5527,3.32
5528,3.56
5529,3.22
5530,3.14
5531,3.62
5532,4.2
5533,3.34
5534,3.64
5535,3.34
5536,3.28
5537,3.44
5538,3.2
5539,3.12
5540,3.7
5541,3.02
5542,3.78
5543,3.14
5544,3.04
5545,3.88
5546,3.46
5547,3.72
5548,3.76
5549,3.4
5550,3.04
5551,3.58
5552,3.5
5553,3.7
5554,3.7
5555,3.44
5556,3.58
5557,3.7
5558,3.54
5559,3.3
5560,3.58
5561,3.4
5562,3.12
5563,3.6
5564,3.8
5565,3.4
5566,3.68
5567,3.44
5568,3.42
5569,3.66
5570,3.32
5571,3.92
5572,3.84
5573,3.52
5574,3.3
5575,3.76
5576,3.0
5577,3.7
5578,3.5
5579,3.38
5580,2.86
5581,4.0
5582,3.1
5583,3.72
5584,3.16
5585,3.6
5586,3.62
5587,3.9
5588,3.36
5589,3.4
5590,3.4
5591,3.7
5592,3.56
5593,3.38
5594,3.28
5595,3.3
5596,3.32
5597,3.66
5598,3.74
5599,3.34
5600,3.08
5601,3.46
5602,3.82
5603,3.62
5604,3.44
5605,3.66
5606,3.66
5607,3.16
5608,3.66
5609,3.34
5610,3.14
5611,3.68
5612,3.72
5613,3.62
5614,3.3
5615,3.58
5616,3.6
5617,3.16
5618,3.4
5619,3.94
5620,3.62
5621,3.72
5622,4.04
5623,3.52
5624,3.44
5625,3.48
5626,3.28
5627,3.5
5628,3.42
5629,3.02
5630,3.98
5631,3.68
5632,3.3
5633,3.12
5634,3.54
5635,3.46
5636,3.9
5637,3.6
5638,3.48
5639,3.24
5640,3.64
5641,3.58
5642,3.26
5643,3.92
5644,3.7
5645,3.32
5646,3.62
5647,3.76
5648,3.42
5649,3.16
5650,3.24
5651,3.5
5652,3.5
5653,3.46
5654,3.38
5655,3.56
5656,3.66
5657,3.44
5658,3.22
5659,2.86
5660,3.2
5661,3.48
5662,3.68
5663,3.62
5664,3.28
5665,3.64
5666,3.84
5667,3.04
5668,3.58
5669,3.52
5670,3.46
5671,3.36
5672,3.6
5673,3.7
5674,3.78
5675,2.9
5676,3.74
5677,3.56
5678,3.7
5679,4.04
5680,3.7
5681,3.6
5682,3.62
5683,3.7
5684,3.86
5685,3.52
5686,3.74
5687,3.64
5688,4.14
5689,3.5
5690,3.84
5691,3.64
5692,3.46
5693,3.3
5694,3.28
5695,3.74
5696,3.46
5697,3.68
5698,3.44
5699,3.8
5700,3.9
5701,3.24
5702,3.96
5703,3.6
5704,3.28
5705,3.5
5706,3.74
5707,3.56
5708,3.68
5709,3.4
5710,3.6
5711,3.58
5712,3.6
5713,3.42
5714,3.66
5715,3.82
5716,3.92
5717,3.5
5718,3.8
5719,3.2
5720,3.74
5721,3.82
5722,3.58
5723,3.24
5724,3.38
5725,3.7
5726,3.5
5727,3.64
5728,3.8
5729,3.26
5730,2.76
5731,3.48
5732,3.22
5733,3.18
5734,3.32
5735,3.24
5736,3.04
5737,3.52
5738,3.54
5739,3.52
5740,3.58
5741,3.24
5742,3.42
5743,3.72
5744,3.6
5745,3.64
5746,3.2
5747,3.36
5748,3.72
5749,3.38
5750,3.82
5751,3.9
5752,3.38
5753,3.6
5754,3.78
5755,3.64
5756,3.7
5757,3.84
5758,3.62
5759,3.56
5760,3.4
5761,3.58
5762,3.68
5763,3.42
5764,3.62
5765,3.42
5766,3.78
5767,3.62
5768,3.44
5769,3.5
5770,3.76
5771,3.48
5772,3.52
5773,3.4
5774,3.62
5775,3.82
5776,3.62
5777,3.42
5778,3.62
5779,3.6
5780,3.32
5781,3.16
5782,3.52
5783,3.54
5784,3.32
5785,3.3
5786,3.6
5787,3.6
5788,3.14
5789,3.72
5790,3.4
5791,3.5
5792,3.14
5793,3.38
5794,3.52
5795,3.6
5796,3.64
5797,3.78
5798,3.54
5799,3.72
5800,3.24
5801,3.16
5802,3.36
5803,2.94
5804,3.54
5805,3.74
5806,3.68
5807,3.32
5808,3.18
5809,3.46
5810,3.14
5811,3.46
5812,3.16
5813,3.28
5814,3.46
5815,3.58
5816,3.8
5817,3.94
5818,3.54
5819,3.32
5820,3.44
5821,3.4
5822,3.94
5823,3.54
5824,3.38
5825,3.6
5826,3.36
5827,3.06
5828,3.06
5829,3.36
5830,3.22
5831,4.28
5832,3.22
5833,3.5
5834,3.9
5835,3.38
5836,3.66
5837,3.58
5838,3.3
5839,3.46
5840,3.32
5841,3.36
5842,3.88
5843,3.6
5844,3.1
5845,3.44
5846,3.12
5847,3.72
5848,3.4
5849,3.36
5850,3.14
5851,3.88
5852,3.66
5853,3.54
5854,3.24
5855,3.76
5856,3.46
5857,3.52
5858,3.38
5859,3.5
5860,3.54
5861,3.22
5862,3.4
5863,3.58
5864,3.58
5865,3.72
5866,3.74
5867,3.76
5868,3.06
5869,3.4
5870,3.48
5871,3.28
5872,3.4
5873,3.44
5874,3.72
5875,3.56
5876,3.46
5877,3.74
5878,3.84
5879,3.04
5880,3.3
5881,3.56
5882,3.24
5883,3.38
5884,3.64
5885,3.64
5886,3.82
5887,3.48
5888,3.3
5889,3.4
5890,3.34
5891,3.42
5892,3.76
5893,3.5
5894,3.3
5895,3.32
5896,3.52
5897,3.6
5898,3.3
5899,3.24
5900,3.5
5901,3.92
5902,3.78
5903,3.52
5904,3.38
5905,3.58
5906,3.54
5907,3.28
5908,3.22
5909,3.4
5910,3.32
5911,2.92
5912,3.88
5913,3.62
5914,3.26
5915,3.58
5916,3.48
5917,3.06
5918,3.5
5919,3.7
5920,3.68
5921,3.78
5922,3.6
5923,3.42
5924,3.96
5925,3.82
5926,3.48
5927,3.24
5928,3.32
5929,3.42
5930,3.4
5931,3.5
5932,3.66
5933,3.8
5934,3.34
5935,3.34
5936,3.52
5937,3.5
5938,3.64
5939,3.38
5940,3.78
5941,3.6
5942,3.36
5943,3.64
5944,3.3
5945,3.76
5946,4.04
5947,3.6
5948,3.46
5949,3.2
5950,3.34
5951,3.58
5952,2.92
5953,3.14
5954,3.48
5955,3.5
5956,3.64
5957,3.44
5958,3.28
5959,4.02
5960,3.44
5961,3.5
5962,3.32
5963,3.42
5964,3.44
5965,3.9
5966,3.2
5967,3.52
5968,3.24
5969,3.66
5970,3.38
5971,3.44
5972,3.5
5973,3.9
5974,3.52
5975,3.5
5976,3.38
5977,3.62
5978,3.36
5979,3.74
5980,3.34
5981,3.56
5982,3.58
5983,3.52
5984,3.62
5985,3.9
5986,3.74
5987,3.96
5988,3.18
5989,3.62
5990,3.74
5991,3.6
5992,3.68
5993,3.6
5994,3.6
5995,3.06
5996,3.42
5997,3.82
5998,3.76
5999,3.48
6000,3.78
6001,3.18
6002,3.34
6003,3.84
6004,3.62
6005,3.66
6006,3.32
6007,3.34
6008,3.46
6009,3.38
6010,2.96
6011,3.68
6012,3.48
6013,3.48
6014,3.5
6015,3.92
6016,3.1
6017,3.24
6018,3.36
6019,3.42
6020,3.56
6021,3.42
6022,3.0
6023,3.1
6024,3.28
6025,3.76
6026,3.52
6027,3.8
6028,3.62
6029,4.2
6030,3.52
6031,3.58
6032,3.92
6033,3.62
6034,3.3
6035,3.78
6036,3.38
6037,3.12
6038,3.12
6039,3.44
6040,3.42
6041,3.28
6042,3.36
6043,3.6
6044,3.64
6045,3.72
6046,3.7
6047,3.6
6048,3.24
6049,3.28
6050,3.34
6051,3.66
6052,3.62
6053,3.72
6054,3.12
6055,3.4
6056,3.76
6057,3.46
6058,3.42
6059,3.1
6060,3.56
6061,3.62
6062,3.84
6063,3.08
6064,3.36
6065,3.24
6066,3.8
6067,3.44
6068,3.28
6069,3.36
6070,3.6
6071,3.38
6072,3.82
6073,3.66
6074,3.88
6075,3.74
6076,3.46
6077,3.52
6078,3.42
6079,3.52
6080,3.04
6081,3.06
6082,3.46
6083,3.82
6084,3.52
6085,2.96
6086,3.0
6087,3.22
6088,3.42
6089,3.24
6090,3.46
6091,3.28
6092,3.32
6093,4.0
6094,3.42
6095,3.3
6096,3.42
6097,3.92
6098,3.56
6099,3.48
6100,3.64
6101,3.68
6102,3.06
6103,3.46
6104,3.5
6105,3.54
6106,3.42
6107,3.38
6108,3.32
6109,3.48
6110,3.62
6111,3.66
6112,3.32
6113,3.56
6114,3.26
6115,3.52
6116,3.52
6117,3.84
6118,3.48
6119,3.36
6120,3.22
6121,3.68
6122,4.06
6123,3.24
6124,3.24
6125,3.58
6126,3.14
6127,3.24
6128,3.16
6129,3.64
6130,3.16
6131,3.76
6132,3.28
6133,3.34
6134,3.78
6135,3.6
